gene_id,gene_kmer_AAA,gene_kmer_AAG,gene_kmer_AAC,gene_kmer_AAT,gene_kmer_AGA,gene_kmer_AGG,gene_kmer_AGC,gene_kmer_AGT,gene_kmer_ACA,gene_kmer_ACG,gene_kmer_ACC,gene_kmer_ACT,gene_kmer_ATA,gene_kmer_ATG,gene_kmer_ATC,gene_kmer_ATT,gene_kmer_GAA,gene_kmer_GAG,gene_kmer_GAC,gene_kmer_GAT,gene_kmer_GGA,gene_kmer_GGG,gene_kmer_GGC,gene_kmer_GGT,gene_kmer_GCA,gene_kmer_GCG,gene_kmer_GCC,gene_kmer_GCT,gene_kmer_GTA,gene_kmer_GTG,gene_kmer_GTC,gene_kmer_GTT,gene_kmer_CAA,gene_kmer_CAG,gene_kmer_CAC,gene_kmer_CAT,gene_kmer_CGA,gene_kmer_CGG,gene_kmer_CGC,gene_kmer_CGT,gene_kmer_CCA,gene_kmer_CCG,gene_kmer_CCC,gene_kmer_CCT,gene_kmer_CTA,gene_kmer_CTG,gene_kmer_CTC,gene_kmer_CTT,gene_kmer_TAA,gene_kmer_TAG,gene_kmer_TAC,gene_kmer_TAT,gene_kmer_TGA,gene_kmer_TGG,gene_kmer_TGC,gene_kmer_TGT,gene_kmer_TCA,gene_kmer_TCG,gene_kmer_TCC,gene_kmer_TCT,gene_kmer_TTA,gene_kmer_TTG,gene_kmer_TTC,gene_kmer_TTT,gene_length,gene_gccount,gene_complexity,gene_score,gene_exon_nonconstit_percent,exon_count,mean_exon_length,median_exon_length,sd_exon_length,mean_exon_complexity,median_exon_complexity,sd_exon_complexity,mean_exon_gccount,median_exon_gccount,sd_exon_gccount,mean_exon_score,median_exon_score,sd_exon_score,transcript_count,mean_trans_exon_nonconstit_percent,median_trans_exon_nonconstit_percent,sd_trans_exon_nonconstit_percent,mean_distance_between_exons,median_distance_between_exons,sd_distance_between_exons,mean_exons_per_trans,median_exons_per_trans,sd_exons_per_trans,mean_trans_length,median_trans_length,sd_trans_length,mean_trans_gccount,median_trans_gccount,sd_trans_gccount,mean_trans_complexity,median_trans_complexity,sd_trans_complexity,mean_3utr_complexity,median_3utr_complexity,sd_3utr_complexity,mean_5utr_complexity,median_5utr_complexity,sd_5utr_complexity,mean_trans_score,median_trans_score,sd_trans_score,mean_5utr_score,median_5utr_score,sd_5utr_score,mean_3utr_score,median_3utr_score,sd_3utr_score,mean_5utr_length,median_5utr_length,sd_5utr_length,mean_5utr_gccount,median_5utr_gccount,sd_5utr_gccount,mean_3utr_length,median_3utr_length,sd_3utr_length,mean_3utr_gccount,median_3utr_gccount,sd_3utr_gccount,error_level
ENSG00000149294,3233.077965887406,2001.0088590432688,1316.2457832844493,2251.647277656649,2283.17412276525,1836.4387275763702,1450.2348749960047,1675.9670859735897,1819.7294996688115,245.90939184715666,1075.3806866547357,1525.2687663544757,1828.8722847503059,1885.9358743968742,1268.3249787193754,2462.5618714331913,2074.7816765973957,1729.877991109298,990.2582048615,1434.471452441704,1674.7060121692457,1373.6246413821036,1177.5276648066038,1236.7981336107741,1487.7518206752402,202.71761404836124,1194.8674296163344,1506.037390838229,1125.8236388284977,1670.9227907562135,1040.7011570352743,1627.1004760552578,1603.4553422238068,2115.4513067874914,1360.383366436491,1880.261042277326,225.7322109776464,238.6582174721764,215.01308364071906,282.7958006242325,1729.877991109298,266.40184116775396,1314.0389041268472,1804.911882467769,1149.4687726599486,2196.1600302655106,1637.5043349410962,2137.2048299124262,1890.6649011631644,1399.4766543711567,999.4009899429976,1879.315236924068,2045.7769790974826,2013.9348655377953,1548.5986317348406,2268.9870424663795,1922.1917462717656,247.17046565150105,1530.943598474024,2284.119928118508,2065.0083546137294,2123.9635549668137,2037.8952678203323,3876.856143005044,317190,132285,996.2353612626357,505.859375,100.0,97,299.1752577319587,170.0,540.3159378685556,698.9573503677652,741.9354838709678,181.77184613392478,145.44329896907215,85.0,242.51043659123224,512.7657860824743,498.046875,74.55052255540208,30,100.0,100.0,0.0,16390.556737588646,1833.0,49932.237023840134,10.4,8.5,7.384046176117434,2153.4666666666667,1341.5,1942.0002793659612,1098.1666666666665,683.5,959.145024571842,925.5138578902689,934.2780026990554,40.121770136163235,452.337257185579,597.2027972027972,440.3215571729138,345.45941314389154,0.0,402.7920837642018,513.1510416666666,510.7421875,19.658350809651257,222.13541666666669,0.0,258.7760032150074,271.35416666666663,493.1640625,258.3720810755669,112.6,0.0,142.69272508822394,66.3,0.0,84.25787592369282,676.6,74.0,1103.0781883688808,293.3666666666666,31.5,480.2784740582052,high
ENSG00000197375,2203.9206588562984,1844.33360399027,1078.7611645980799,1422.8821095773976,2230.9863511580425,2200.0541313846206,1910.0645710087913,1643.274175463028,1538.8779337277294,235.8581757723392,1384.2168348606203,1554.3440436144404,1016.8967250512362,1790.2022193867817,1001.4306151645253,1527.2783513126963,1739.9373622549713,2215.5202412713315,1113.5599118431794,1163.8247689749899,1882.9988787070472,2033.7934501024786,1712.8716699532272,1496.3461315392744,1693.5390325948385,386.6527471677685,1898.464988593758,1739.9373622549713,931.8331206743262,1952.5963731972463,1283.6871205969994,1519.5452963693408,1337.8185052004876,2644.7047906275593,1604.6089007462508,1635.5411205196726,274.52345048911604,386.6527471677685,340.25441750763645,282.2565054324714,2242.5859335730756,425.3180218845452,2002.8612303290568,2432.0457796852843,1202.4900436917671,2749.101032362858,1882.9988787070472,2107.257472064355,1268.2210107102885,1279.8205931253217,916.3670107876153,1113.5599118431794,1844.33360399027,2505.509801647161,1751.5369446700045,2265.785098403142,1751.5369446700045,235.8581757723392,1817.2679116885258,2215.5202412713315,1426.7486370490753,1875.2658237636917,1852.0666589336254,2973.359625720166,25863,12497,992.0686516707841,531.25,100.0,36,548.111111111111,163.5,1074.1182903141075,745.1166757754447,735.7531760435572,147.08688892046072,266.3611111111111,82.5,487.1712021032546,497.0703125,494.140625,24.329653188538334,9,100.0,100.0,0.0,2189.68,1526.0,2671.9419402833028,6.555555555555555,6.0,2.7436796055257213,2565.777777777778,998.0,3163.912679649115,1261.111111111111,523.0,1463.1707388787922,930.9491479820819,920.9809264305178,35.24884012107119,393.5521315523697,0.0,467.4324552326025,150.9737646869467,0.0,303.75898174436867,500.43402777777777,511.71875,26.90031372542848,114.36631944444444,0.0,226.94335729721737,208.76736111111111,0.0,247.59941424970032,32.66666666666667,0.0,74.63745708422815,25.11111111111111,0.0,56.673283927359556,335.66666666666663,0.0,486.1167555227859,156.88888888888889,0.0,213.84015317781436,high
ENSG00000159214,1992.2630560928399,1779.4970986460323,696.3249516441011,580.2707930367509,2050.290135396515,3346.2282398452517,2379.110251450672,1160.5415860735013,1353.9651837524173,483.55899419729235,1470.0193423597668,947.7756286266933,580.2707930367509,1025.1450676982602,870.4061895551265,851.0638297872348,1315.280464216634,3210.8317214700105,1005.8027079303685,1179.883945841393,2398.4526112185636,3326.88588007736,3036.750483558986,1992.2630560928399,2088.974854932298,947.7756286266933,3133.462282398444,1992.2630560928399,715.6673114119928,2243.713733075431,1102.5145067698265,696.3249516441011,1179.883945841393,3172.1470019342273,1953.5783365570567,1025.1450676982602,502.90135396518406,1179.883945841393,754.3520309477763,328.8201160541587,2669.245647969046,986.4603481624767,3152.8046421663357,2920.6963249516366,793.0367504835597,3114.1199226305525,2224.371373307539,1605.415860735008,580.2707930367509,773.694390715668,599.6131528046426,541.5860735009675,1760.1547388781407,2901.353965183745,1992.2630560928399,1276.5957446808509,1218.568665377176,348.1624758220504,1972.9206963249483,1876.2088974854903,406.1895551257255,1547.3887814313332,1218.568665377176,1431.3346228239836,5170,2996,974.3910056214867,564.453125,100.0,43,226.09302325581396,139.0,236.35866752050978,714.0643696442208,714.2857142857143,113.30448533461329,142.18604651162792,92.0,141.18263346155805,509.0388808139535,509.765625,20.369044287112548,11,100.0,100.0,0.0,548.0833333333333,178.5,569.0568852940496,6.454545454545454,6.0,1.572490786213793,1112.2727272727273,860.0,627.7241577172398,697.6363636363636,566.0,369.3313614431552,912.1116218321382,907.0512820512821,29.447806228962154,476.7388807328515,818.8405797101449,457.7347649448364,427.13271938917916,647.0588235294118,347.0967141804731,520.2414772727273,515.625,20.619538059494246,327.2372159090909,496.09375,260.0127519801558,282.8480113636364,480.46875,271.6105515322585,79.27272727272728,95.0,73.5800121080323,56.27272727272727,72.0,51.084422105160215,437.18181818181813,316.0,657.083528660066,263.6363636363637,186.0,384.6066231169902,high
ENSG00000171863,3027.121609798788,1854.7681539807577,1242.3447069116373,1819.7725284339508,1959.7550306211783,1942.2572178477749,1399.8250218722683,2239.7200349956333,1347.331583552058,437.4453193350831,647.419072615923,1417.3228346456717,1119.8600174978133,1732.2834645669336,892.3884514435696,2274.71566054244,2082.2397200350024,1977.2528433945818,909.8862642169729,1732.2834645669336,1854.7681539807577,1959.7550306211783,1469.816272965882,1907.261592300968,1084.8643919510064,857.3928258967629,1347.331583552058,1714.7856517935302,1644.7944006999164,2187.226596675423,1049.8687664041995,2169.7287839020196,1084.8643919510064,1924.7594050743714,734.9081364829397,1119.8600174978133,472.4409448818898,874.8906386701663,734.9081364829397,577.4278215223097,1032.370953630796,857.3928258967629,1207.3490813648305,1557.3053368328992,1137.3578302712167,2047.2440944881955,1469.816272965882,1977.2528433945818,1749.781277340337,1784.776902887144,962.3797025371829,1347.331583552058,2414.6981627296677,2397.2003499562643,1399.8250218722683,2327.2090988626505,1399.8250218722683,507.4365704286964,1452.3184601924786,1942.2572178477749,1959.7550306211783,2572.1784776902987,1889.7637795275646,3744.531933508329,5715,2558,977.2601220188575,486.328125,100.0,27,358.4444444444445,124.0,956.6863216063657,712.221233180533,692.3076923076923,118.53919664845044,165.33333333333334,63.0,403.6693239235837,502.31481481481484,507.8125,22.010847798704912,9,100.0,100.0,0.0,812.75,599.0,760.8086064933058,5.0,6.0,2.1213203435596424,1275.2222222222222,786.0,1565.1033334717692,591.3333333333333,385.0,673.3567033898155,910.2271909029004,907.8498293515358,29.112804073003623,216.52830155737132,0.0,287.6498251151247,295.2456514503991,0.0,354.4271225826735,481.1197916666667,476.5625,23.4375,223.95833333333331,0.0,266.18987214893804,216.57986111111114,0.0,257.10767996493405,50.33333333333333,0.0,67.51666460956139,30.11111111111111,0.0,40.340564090145186,35.0,0.0,71.90097356781756,12.444444444444446,0.0,31.10108965579467,high
ENSG00000196329,3754.3644937188224,2094.9569849897366,1472.2292214103113,2357.726503725579,2454.915229833356,1997.7682588819625,1558.6192001727745,1357.0425830603604,2184.9465462006415,251.97077139051822,1349.8434181634884,1616.21251934775,1637.8100140383658,1767.3949821820606,1353.4430006119244,1968.9715992944748,2195.74529354595,1709.8016630070852,1069.075987185483,1288.650516540077,1788.9924768726764,1490.2271336524911,1169.86429574169,1162.6651308448181,1565.8183650696465,158.38162773118307,1306.6484287822568,1508.225045894671,874.6985349699406,1432.6338144775157,1054.677657391739,1169.86429574169,1936.575357258551,2487.311471869282,1842.986213599216,1781.7933119758045,176.3795399733629,230.37327669990242,197.9770346639787,255.5703538389542,2238.9402829271844,223.17411180303048,1770.9945646304966,2177.747381303769,1180.663043086998,2256.9381951693654,1943.774522155423,2141.751556819407,1792.5920593211124,1076.275152082355,1018.6818329073793,1299.4492638853849,1839.38663115078,1893.3803678773195,1612.612936899314,1756.5962348367527,2058.9611605053747,226.77369425146645,1983.3699290882187,2220.9423706850034,1493.8267161009271,1648.6087613836737,2138.151974370971,2966.0559375112957,27781,12166,992.3086314247345,515.625,100.0,18,602.8333333333333,236.5,873.2657603704008,768.9662877002771,786.7924528301887,139.03714420969354,295.1111111111111,120.0,396.32026397092903,483.3984375,486.328125,21.05978764418356,7,100.0,100.0,0.0,3499.769230769231,2309.0,3888.559440929382,2.857142857142857,3.0,0.8997354108424372,1564.1428571428573,653.0,1565.3724187949044,765.7142857142857,340.0,709.6486722986509,913.1706607303828,892.4302788844622,40.18127799970187,131.28491620111734,0.0,347.3472391621111,238.9009576844231,0.0,408.0310393914535,488.28125,484.375,13.246738248291539,140.34598214285714,0.0,239.79843940022525,71.98660714285715,0.0,190.45866022730587,99.28571428571429,0.0,169.93598234405243,57.57142857142858,0.0,98.3426952766992,142.85714285714286,0.0,377.9644730092272,68.85714285714285,0.0,182.17887599044752,high
ENSG00000159176,1751.0703128013297,1932.3485169900136,979.6736992324618,1234.2345817101882,2171.4814671963627,2572.607706252174,1928.4915339221693,1519.6513287306693,1515.794345662825,269.98881474910337,1326.8021753384523,1384.6569213561174,763.6826474331788,1616.0759054267778,1160.9519034211457,1500.3664133914476,1673.930651444443,2368.187603656424,1064.5273267250373,1311.374243067075,2063.485941296721,2561.036757048641,2136.7686195857636,1531.2222779342023,1839.7809233617495,404.98322212365525,2136.7686195857636,1913.063601650792,860.1072241292873,1824.3529910903721,1130.096038878391,1295.9463107956976,1473.3675319165372,2892.737300883254,1677.7876345122872,1415.5127858988722,262.2748486134147,404.98322212365525,404.98322212365525,277.70278088479205,2287.190959231693,428.1251205307213,2210.051297874806,2672.889266016127,991.2446484359948,3104.871369614693,2202.3373317391174,1862.9228217688155,1002.8155976395278,998.9586145716835,775.2535966367118,1079.9552589964146,1920.7775677864806,2750.0289273730136,1824.3529910903721,1781.9261773440844,1816.6390249546835,246.84691634203736,1924.634550854325,2190.7663825355844,1241.9485478458769,1731.785397462108,1685.501600647976,2707.602113626726,25927,13141,992.0146616049221,501.953125,100.0,43,582.1162790697676,130.0,1260.35193893086,721.9523867763477,700.0,158.85648428973883,300.53488372093017,70.0,614.7136905691953,498.36482558139534,496.09375,19.926844876037087,19,100.0,100.0,0.0,5381.797101449275,3701.0,4229.339371231669,4.631578947368421,5.0,1.4985372985307104,1721.578947368421,758.0,2089.4678832391082,913.263157894737,404.0,1031.0472476567622,911.4887263862446,903.914590747331,40.23492500707736,286.2641357676575,0.0,402.3078030921319,298.2851799139265,0.0,367.94304272237355,505.6537828947368,511.71875,15.582825254186215,208.4703947368421,0.0,251.44611631760603,174.44490131578948,0.0,234.74006998139998,80.10526315789474,0.0,122.75309217053109,54.78947368421053,0.0,85.39033184108038,211.52631578947367,0.0,396.49735440073704,116.36842105263159,0.0,217.75399231607818,high
ENSG00000177082,3465.4451304521253,1825.6655380734358,1141.8708092677473,1739.3613490008731,2263.825267211061,2688.7074287990617,1872.1370244971233,1686.251078802373,1626.5020248290605,292.10648609174797,1380.8670251609976,1540.1978357564979,1029.0114850959346,1487.0875655579978,1248.0913496647474,1414.0609440350602,1825.6655380734358,2642.235942375374,1161.7871605921848,1208.2586470158724,2164.2435105888735,1965.0799973444985,1958.441213569686,1639.7795923786855,1639.7795923786855,438.1597291376219,1838.9431056230608,1905.3309433711859,1075.4829715196222,2018.1902675429985,1095.3993228440597,1201.6198632410599,1414.0609440350602,2808.205536745687,1679.6122950275605,1433.9772953594977,331.9391887406227,464.71486423687173,365.13310761468495,351.85554006506004,2290.380402310311,438.1597291376219,1586.6693221801854,2177.5210781384985,1175.0647281418098,2655.513509924999,1945.163646020061,1759.2777003253107,1467.1712142335602,1234.8137821151224,856.4031069508094,790.0152692026843,2084.5781052911234,2609.0420235013116,1626.5020248290605,1712.806213901623,1779.1940516497482,345.2167562902476,1686.251078802373,1911.9697271459984,1068.8441877448097,1872.1370244971233,1433.9772953594977,2150.9659430392485,15063,7330,988.3188273018782,507.8125,100.0,58,416.13793103448273,165.0,754.0524773091029,731.2452877018212,741.9354838709678,147.1507644784844,214.58620689655172,93.5,366.96488834777745,500.90921336206895,497.0703125,20.50810788882849,21,100.0,100.0,0.0,1909.5625,985.0,1594.1519363136726,5.571428571428571,6.0,2.014235055087379,1492.4285714285713,997.0,1380.5712068353653,761.0952380952381,539.0,688.1098680270402,915.7588667503139,918.3098591549295,35.05881437142107,170.44133546384762,0.0,360.5834999761994,27.2108843537415,0.0,124.69593727770996,488.74627976190476,492.1875,18.589654160728116,22.414434523809526,0.0,102.71584286498859,95.5171130952381,0.0,201.99213156332397,2.9047619047619047,0.0,13.311291304395535,2.142857142857143,0.0,9.819805060619657,272.3809523809524,0.0,915.8245179176238,133.95238095238096,0.0,429.2729290545208,high
ENSG00000213213,1185.0421348314615,1588.8342696629181,877.8089887640468,623.244382022473,1913.6235955056115,3168.8904494381836,2212.078651685384,1088.4831460674175,1606.3904494381989,517.9073033707873,1729.283707865164,1141.1516853932596,368.6797752808992,1228.9325842696633,1070.9269662921367,754.9157303370802,1272.823033707865,2870.4353932584113,1211.3764044943825,1149.9297752809,2457.8651685393143,3844.8033707864915,3116.2219101123414,1518.6095505617952,1966.2921348314537,895.3651685393278,2949.4382022471746,2370.0842696629106,649.5786516853944,1887.2893258426905,1176.264044943821,684.6910112359564,1290.3792134831458,3291.7837078651487,2229.634831460665,1141.1516853932596,474.0168539325849,1272.823033707865,869.0308988764064,482.7949438202254,2940.660112359534,1114.8174157303386,3625.3511235954825,2589.5365168539197,746.1376404494397,3467.345505617956,2405.196629213472,1202.5983146067422,526.6853932584278,632.0224719101135,675.9129213483159,509.1292134831468,1667.8370786516814,2642.205056179762,1983.8483146067344,1307.9353932584265,1439.606741573032,570.5758426966302,1966.2921348314537,1720.5056179775236,579.3539325842706,1018.2584269662945,1044.5926966292157,1457.1629213483127,11392,6741,985.7099422316815,507.8125,100.0,46,178.9565217391304,122.5,164.5960653670054,706.5123489460941,690.3096903096903,83.77990832944357,107.65217391304347,72.5,106.27348731588793,496.26358695652175,494.140625,17.598975322047036,8,100.0,100.0,0.0,716.7796610169491,490.0,781.8118449847788,8.375,9.0,4.172614801981401,1322.625,1496.5,655.3999732987484,783.625,883.0,396.09123678408093,918.8264067944194,935.8442934613226,33.417395229264926,166.0560344827586,0.0,333.0051339057342,129.80769230769232,0.0,240.57684621532317,489.2578125,487.3046875,14.503561850856055,125.9765625,0.0,233.26560354427525,122.802734375,0.0,227.55956878971466,10.375,0.0,19.52242300535464,7.0,0.0,13.136644494368742,101.5,0.0,274.7736730994646,60.125,0.0,160.96711066017716,high
ENSG00000237765,3693.942436412233,2246.4859437750933,1426.5394912985296,2438.9223560910136,2296.686746987942,2008.0321285140594,1275.937081659975,1711.010709504688,1828.1459170013416,225.9036144578314,1058.4002677376186,1430.7228915662672,2008.0321285140594,1819.7791164658663,1250.8366800535493,2526.773761713499,2192.101740294507,1828.1459170013416,799.029451137886,1321.954484605089,1627.3427041499356,1531.1244979919702,1062.5836680053562,1376.338688085678,1397.2556894243662,359.7724230254354,1075.133868808569,1275.937081659975,1284.3038821954503,2325.970548862104,945.4484605087029,1610.609103078985,1832.3293172690792,1731.9277108433762,1204.8192771084355,1807.2289156626534,234.27041499330664,343.0388219544849,338.85542168674726,284.47121820615814,1610.609103078985,351.40562248996014,1070.9504685408315,1572.9585006693464,1372.1552878179405,1874.1633199464554,1451.6398929049553,1769.5783132530148,2091.7001338688096,1485.1070950468563,1112.7844712182077,2037.3159303882228,1982.9317269076337,1715.1941097724257,1430.7228915662672,2790.327978580955,1740.2945113788514,263.55421686747,1401.4390896921038,2187.91834002677,2062.416331994648,1899.2637215528812,1945.281124497995,3735.776439089607,23904,9768,991.5894511760514,517.578125,100.0,48,390.5,161.0,741.4791427605609,739.2061885961903,733.3333333333333,114.13933482298856,150.39583333333331,92.0,243.96744983299354,496.9482421875,495.1171875,20.43657384428604,23,100.0,100.0,0.0,2688.5918367346944,1403.0,2817.619695168005,3.130434782608696,3.0,0.7570485649179112,1041.9565217391305,654.0,985.9802449736308,400.78260869565213,268.0,328.2789773295295,900.755505388523,892.0,30.81284325463868,71.93611687021091,0.0,240.61925060393418,119.13993246095397,0.0,314.53379282732124,510.44497282608694,511.71875,21.71404148476766,64.11345108695653,0.0,169.2630786536388,43.138586956521735,0.0,143.024859852664,117.69565217391307,0.0,311.2279834904149,46.739130434782595,0.0,123.79683407293668,71.21739130434783,0.0,310.42419020690494,23.739130434782602,0.0,108.31654678903126,high
ENSG00000114857,3935.3390957447664,1969.7473404255534,1327.7094414893622,2541.1402925532316,2044.5478723404494,1556.2666223404335,1219.6642287234013,1919.880319148956,1566.6555851063913,172.4567819148937,928.7732712765884,1618.6003989361802,2152.5930851064104,1732.8789893617159,1284.0757978723395,2975.398936170267,2000.9142287234267,1473.1549202127712,718.9162234042526,1421.2101063829823,1338.09840425532,1022.2739361702033,970.3291223404173,1136.552526595739,1240.4421542553168,236.8683510638302,968.2513297872258,1317.3204787234044,1354.7207446808525,1533.4109042553264,957.8623670212686,1909.4913563829982,1491.8550531914952,1753.6569148936314,1045.1296542553105,1718.334441489375,211.9348404255322,222.3238031914897,195.3125000000002,276.3464095744687,1271.6090425531902,257.6462765957452,872.6728723404194,1662.234042553203,1304.853723404255,1874.1688829787417,1441.9880319148979,2339.5944148936505,2345.827792553225,1543.7998670212842,1194.7307180851026,2464.261968085144,2021.6921542553423,1666.389627659586,1377.5764627659596,2420.6283244681213,1930.2692819149138,238.9461436170217,1294.4647606382973,2362.4501329787577,2736.452792553238,2345.827792553225,2142.2041223404526,5425.116356382822,48128,18068,994.0535893394468,542.96875,100.0,77,542.8181818181818,133.0,932.6173233273843,721.0167759849894,710.8433734939758,148.53961048049084,210.81818181818184,63.0,351.35376261992275,508.80174512987014,505.859375,19.10677563127882,19,100.0,100.0,0.0,2652.2110091743116,878.0,4319.30534339809,6.7368421052631575,5.0,5.635621875013321,2649.4736842105262,876.0,2838.636925795764,1048.0,341.0,1127.814651832866,921.0414824611129,911.8541033434651,49.640660950710895,194.4652230671456,0.0,388.3496624068138,196.36867131496143,0.0,343.0036804369824,515.625,509.765625,30.612807149762364,131.68174342105266,0.0,226.65818646356882,108.86101973684211,0.0,216.79183289273956,88.68421052631578,0.0,248.7180582800933,48.36842105263158,0.0,117.32396294321872,667.3684210526316,0.0,1736.8269027333952,265.8421052631579,0.0,702.4728751709044,high
